,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4
1777,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
1778,Paralysis (brain hemorrhage), headache, weakness_of_one_body_side, altered_sensorium,0
1779,Paralysis (brain hemorrhage), vomiting, weakness_of_one_body_side, altered_sensorium,0
1780,Paralysis (brain hemorrhage), vomiting, headache, altered_sensorium,0
1781,Jaundice,itching, vomiting, fatigue, weight_loss
1782,Jaundice,itching, vomiting, fatigue, weight_loss
1783,Jaundice, vomiting, fatigue, weight_loss, high_fever
1784,Jaundice,itching, fatigue, weight_loss, high_fever
1785,Jaundice,itching, vomiting, weight_loss, high_fever
1786,Jaundice,itching, vomiting, fatigue, high_fever
1787,Jaundice,itching, vomiting, fatigue, weight_loss
1788,Jaundice,itching, vomiting, fatigue, weight_loss
1789,Jaundice,itching, vomiting, fatigue, weight_loss
1790,Jaundice,itching, vomiting, fatigue, weight_loss
1791,Malaria, chills, vomiting, high_fever, sweating
1792,Malaria, chills, vomiting, high_fever, sweating
1793,Malaria, chills, vomiting, high_fever, sweating
1794,Malaria, vomiting, high_fever, sweating, headache
1795,Malaria, chills, high_fever, sweating, headache
1796,Malaria, chills, vomiting, sweating, headache
1797,Malaria, chills, vomiting, high_fever, headache
1798,Malaria, chills, vomiting, high_fever, sweating
1799,Malaria, chills, vomiting, high_fever, sweating
1800,Malaria, chills, vomiting, high_fever, sweating
1801,Chicken pox,itching, skin_rash, fatigue, lethargy
1802,Chicken pox, skin_rash, fatigue, lethargy, high_fever
1803,Chicken pox,itching, fatigue, lethargy, high_fever
1804,Chicken pox,itching, skin_rash, lethargy, high_fever
1805,Chicken pox,itching, skin_rash, fatigue, high_fever
1806,Chicken pox,itching, skin_rash, fatigue, lethargy
1807,Chicken pox,itching, skin_rash, fatigue, lethargy
1808,Chicken pox,itching, skin_rash, fatigue, lethargy
1809,Chicken pox,itching, skin_rash, fatigue, lethargy
1810,Chicken pox,itching, skin_rash, fatigue, lethargy
1811,Dengue, skin_rash, chills, joint_pain, vomiting
1812,Dengue, skin_rash, chills, joint_pain, vomiting
1813,Dengue, skin_rash, chills, joint_pain, vomiting
1814,Dengue, skin_rash, chills, joint_pain, vomiting
1815,Dengue, chills, joint_pain, vomiting, fatigue
1816,Dengue, skin_rash, joint_pain, vomiting, fatigue
1817,Dengue, skin_rash, chills, vomiting, fatigue
1818,Dengue, skin_rash, chills, joint_pain, fatigue
1819,Dengue, skin_rash, chills, joint_pain, vomiting
1820,Dengue, skin_rash, chills, joint_pain, vomiting
1821,Typhoid, chills, vomiting, fatigue, high_fever
1822,Typhoid, chills, vomiting, fatigue, high_fever
1823,Typhoid, chills, vomiting, fatigue, high_fever
1824,Typhoid, chills, vomiting, fatigue, high_fever
1825,Typhoid, chills, vomiting, fatigue, high_fever
1826,Typhoid, chills, vomiting, fatigue, high_fever
1827,Typhoid, chills, vomiting, fatigue, high_fever
1828,Typhoid, chills, vomiting, fatigue, high_fever
1829,Typhoid, chills, vomiting, fatigue, high_fever
1830,Typhoid, chills, fatigue, high_fever, headache
1831,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
1832,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
1833,hepatitis A, vomiting, yellowish_skin, dark_urine, nausea
1834,hepatitis A, joint_pain, yellowish_skin, dark_urine, nausea
1835,hepatitis A, joint_pain, vomiting, dark_urine, nausea
1836,hepatitis A, joint_pain, vomiting, yellowish_skin, nausea
1837,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
1838,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
1839,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
1840,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
1841,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
1842,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
1843,Hepatitis B, fatigue, lethargy, yellowish_skin, dark_urine
1844,Hepatitis B,itching, lethargy, yellowish_skin, dark_urine
1845,Hepatitis B,itching, fatigue, yellowish_skin, dark_urine
1846,Hepatitis B,itching, fatigue, lethargy, dark_urine
1847,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
1848,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
1849,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
1850,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
1851,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
1852,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
1853,Hepatitis C, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes
1854,Hepatitis C, fatigue, nausea, loss_of_appetite, yellowing_of_eyes
1855,Hepatitis C, fatigue, yellowish_skin, loss_of_appetite, yellowing_of_eyes
1856,Hepatitis C, fatigue, yellowish_skin, nausea, yellowing_of_eyes
1857,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
1858,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
1859,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
1860,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
1861,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
1862,Hepatitis D, vomiting, fatigue, yellowish_skin, dark_urine
1863,Hepatitis D, joint_pain, fatigue, yellowish_skin, dark_urine
1864,Hepatitis D, joint_pain, vomiting, yellowish_skin, dark_urine
1865,Hepatitis D, joint_pain, vomiting, fatigue, dark_urine
1866,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
1867,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
1868,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
1869,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
1870,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
1871,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
1872,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
1873,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
1874,Hepatitis E, vomiting, fatigue, high_fever, yellowish_skin
1875,Hepatitis E, joint_pain, fatigue, high_fever, yellowish_skin
1876,Hepatitis E, joint_pain, vomiting, high_fever, yellowish_skin
1877,Hepatitis E, joint_pain, vomiting, fatigue, yellowish_skin
1878,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
1879,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
1880,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
1881,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
1882,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
1883,Alcoholic hepatitis, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen
1884,Alcoholic hepatitis, vomiting, abdominal_pain, swelling_of_stomach, distention_of_abdomen
1885,Alcoholic hepatitis, vomiting, yellowish_skin, swelling_of_stomach, distention_of_abdomen
1886,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, distention_of_abdomen
1887,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
1888,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
1889,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
1890,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
1891,Tuberculosis, chills, vomiting, fatigue, weight_loss
1892,Tuberculosis, chills, vomiting, fatigue, weight_loss
1893,Tuberculosis, vomiting, fatigue, weight_loss, cough
1894,Tuberculosis, chills, fatigue, weight_loss, cough
1895,Tuberculosis, chills, vomiting, weight_loss, cough
1896,Tuberculosis, chills, vomiting, fatigue, cough
1897,Tuberculosis, chills, vomiting, fatigue, weight_loss
1898,Tuberculosis, chills, vomiting, fatigue, weight_loss
1899,Tuberculosis, chills, vomiting, fatigue, weight_loss
1900,Tuberculosis, chills, vomiting, fatigue, weight_loss
1901,Common Cold, continuous_sneezing, chills, fatigue, cough
1902,Common Cold, continuous_sneezing, chills, fatigue, cough
1903,Common Cold, chills, fatigue, cough, high_fever
1904,Common Cold, continuous_sneezing, fatigue, cough, high_fever
1905,Common Cold, continuous_sneezing, chills, cough, high_fever
1906,Common Cold, continuous_sneezing, chills, fatigue, high_fever
1907,Common Cold, continuous_sneezing, chills, fatigue, cough
1908,Common Cold, continuous_sneezing, chills, fatigue, cough
1909,Common Cold, continuous_sneezing, chills, fatigue, cough
1910,Common Cold, continuous_sneezing, chills, fatigue, cough
1911,Pneumonia, chills, fatigue, cough, high_fever
1912,Pneumonia, chills, fatigue, cough, high_fever
1913,Pneumonia, chills, fatigue, cough, high_fever
1914,Pneumonia, fatigue, cough, high_fever, breathlessness
1915,Pneumonia, chills, cough, high_fever, breathlessness
1916,Pneumonia, chills, fatigue, high_fever, breathlessness
1917,Pneumonia, chills, fatigue, cough, breathlessness
1918,Pneumonia, chills, fatigue, cough, high_fever
1919,Pneumonia, chills, fatigue, cough, high_fever
1920,Pneumonia, chills, fatigue, cough, high_fever
1921,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
1922,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
1923,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
1924,Dimorphic hemmorhoids(piles), pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus
1925,Dimorphic hemmorhoids(piles), constipation, pain_in_anal_region, bloody_stool, irritation_in_anus
1926,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, bloody_stool, irritation_in_anus
1927,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, irritation_in_anus
1928,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
1929,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
1930,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
1931,Heart attack, vomiting, breathlessness, sweating, chest_pain
1932,Heart attack, vomiting, breathlessness, sweating, chest_pain
1933,Heart attack, breathlessness, sweating, chest_pain,0
1934,Heart attack, vomiting, sweating, chest_pain,0
1935,Heart attack, vomiting, breathlessness, chest_pain,0
1936,Heart attack, vomiting, breathlessness, sweating,0
1937,Heart attack, vomiting, breathlessness, sweating, chest_pain
1938,Heart attack, breathlessness, sweating, chest_pain,0
1939,Heart attack, vomiting, sweating, chest_pain,0
1940,Heart attack, vomiting, breathlessness, chest_pain,0
1941,Varicose veins, fatigue, cramps, bruising, obesity
1942,Varicose veins, fatigue, cramps, bruising, obesity
1943,Varicose veins, cramps, bruising, obesity, swollen_legs
1944,Varicose veins, fatigue, bruising, obesity, swollen_legs
1945,Varicose veins, fatigue, cramps, obesity, swollen_legs
1946,Varicose veins, fatigue, cramps, bruising, swollen_legs
1947,Varicose veins, fatigue, cramps, bruising, obesity
1948,Varicose veins, fatigue, cramps, bruising, obesity
1949,Varicose veins, fatigue, cramps, bruising, obesity
1950,Varicose veins, fatigue, cramps, bruising, obesity
1951,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
1952,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
1953,Hypothyroidism, weight_gain, cold_hands_and_feets, mood_swings, lethargy
1954,Hypothyroidism, weight_gain, cold_hands_and_feets, mood_swings, lethargy
1955,Hypothyroidism, fatigue, cold_hands_and_feets, mood_swings, lethargy
1956,Hypothyroidism, fatigue, weight_gain, mood_swings, lethargy
1957,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, lethargy
1958,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
1959,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
1960,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
1961,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
1962,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
1963,Hyperthyroidism, mood_swings, weight_loss, restlessness, sweating
1964,Hyperthyroidism, fatigue, weight_loss, restlessness, sweating
1965,Hyperthyroidism, fatigue, mood_swings, restlessness, sweating
1966,Hyperthyroidism, fatigue, mood_swings, weight_loss, sweating
1967,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
1968,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
1969,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
1970,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
1971,Hypoglycemia, vomiting, fatigue, anxiety, sweating
1972,Hypoglycemia, vomiting, fatigue, anxiety, sweating
1973,Hypoglycemia, vomiting, fatigue, anxiety, sweating
1974,Hypoglycemia, fatigue, anxiety, sweating, headache
1975,Hypoglycemia, vomiting, anxiety, sweating, headache
1976,Hypoglycemia, vomiting, fatigue, sweating, headache
1977,Hypoglycemia, vomiting, fatigue, anxiety, headache
1978,Hypoglycemia, vomiting, fatigue, anxiety, sweating
1979,Hypoglycemia, vomiting, fatigue, anxiety, sweating
1980,Hypoglycemia, vomiting, fatigue, anxiety, sweating
1981,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
1982,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
1983,Osteoarthristis, neck_pain, knee_pain, hip_joint_pain, swelling_joints
1984,Osteoarthristis, joint_pain, knee_pain, hip_joint_pain, swelling_joints
1985,Osteoarthristis, joint_pain, neck_pain, hip_joint_pain, swelling_joints
1986,Osteoarthristis, joint_pain, neck_pain, knee_pain, swelling_joints
1987,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
1988,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
1989,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
1990,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
1991,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
1992,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
1993,Arthritis, stiff_neck, swelling_joints, movement_stiffness, painful_walking
1994,Arthritis, muscle_weakness, swelling_joints, movement_stiffness, painful_walking
1995,Arthritis, muscle_weakness, stiff_neck, movement_stiffness, painful_walking
1996,Arthritis, muscle_weakness, stiff_neck, swelling_joints, painful_walking
1997,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
1998,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
1999,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
2000,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
2001,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
2002,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
2003,(vertigo) Paroymsal  Positional Vertigo, headache, nausea, spinning_movements, loss_of_balance
2004,(vertigo) Paroymsal  Positional Vertigo, vomiting, nausea, spinning_movements, loss_of_balance
2005,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, spinning_movements, loss_of_balance
2006,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, loss_of_balance
2007,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
2008,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
2009,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
2010,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, loss_of_balance
2011,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
2012,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
2013,Acne, pus_filled_pimples, blackheads, scurring,0
2014,Acne, skin_rash, blackheads, scurring,0
2015,Acne, skin_rash, pus_filled_pimples, scurring,0
2016,Acne, skin_rash, pus_filled_pimples, blackheads,0
2017,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
2018,Acne, skin_rash, pus_filled_pimples, blackheads,0
2019,Acne, skin_rash, pus_filled_pimples, scurring,0
2020,Acne, skin_rash, blackheads, scurring,0
2021,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
2022,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
2023,Urinary tract infection, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,0
2024,Urinary tract infection, burning_micturition, foul_smell_of urine, continuous_feel_of_urine,0
2025,Urinary tract infection, burning_micturition, bladder_discomfort, continuous_feel_of_urine,0
2026,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine,0
2027,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
